query_text,gold_passage,hard_negative,llm_classification,is_hard,hardness_score
Siapakah yang disebut Pahlawan Nasional ?,"Pahlawan Revolusi adalah gelar yang diberikan kepada sejumlah perwira militer yang gugur dalam tragedi pada tanggal 30 September 1965 malam dan 1 Oktober 1965 dini hari. Sejak berlakunya Undang-Undang Nomor 20 Tahun 2009, gelar ini diakui juga sebagai Pahlawan Nasional.","Ubur-ubur adalah sejenis binatang laut tak bertulang belakang yang termasuk dalam filum Cnidaria, ubur-ubur yang dimaksud disini adalah hewan dari kelas Schypozoa, sehingga sering disebut ubur-ubur sejati agar tidak dibingungkan dengan hewan lain yang juga disebut ubur-ubur seperti: Ctenophora (ubur-ubur sisir) dan Cubozoa (ubur-ubur kotak). Sebagai anggota Cnidaria, mereka memiliki dua bentuk tubuh yaitu polip yang menempel di dasar laut dan medusa yang dapat berenang bebas dan berbentuk cangkir terbalik.",HARD,True,0.6
Apakah sampah yang tidak dikelola penyebab utama banjir?,Longsor tumpukan sampah Sumber penyakit Pencemaran lingkungan Menyebabkan banjir,"ANTV dimiliki oleh konglomerat muda Anindya Bakrie dan sekarang dikelola oleh Erick Thohir, yang menjadi Presiden Direktur dari stasiun televisi ini sekaligus Wakil Komisaris Utama VIVA dan Direktur Utama Intermedia Capital (induk usaha ANTV). Konglomerat media asal Amerika Serikat, Rupert Murdoch, membeli sekitar 20% saham ANTV pada 30 April 2006 melalui perusahaannya di Hong Kong, STAR TV. Pangsa pasar ANTV saat ini adalah sekitar 5% dari 180 juta penonton. ANTV telah memiliki hak siar atas ajang sepak bola bergengsi Dunia, Piala Dunia FIFA 2014 bersama tvOne.",HARD,True,0.6
Berapakah jumlah korban jiwa tsunami Sulawesi 2018?,"Terakhir, setelah diumumkan oleh BNPB pada 10 Oktober bahwa korban meninggal gfempa itu mencapai 2.045 orang, didapati paling banyak ada di Palu sebesar 1.636 orang dan disusul Sigi kemudian Parigi. Sementara itu, korban yang mengungsi sebanyak 82.775 orang, dan 8.731 orang pengungsi berad di luar Sulawesi.[39]","Letusan Krakatau 1883 terjadi di Hindia Belanda (sekarang Indonesia), yang bermula pada tanggal 26 Agustus 1883 (dengan gejala pada awal Mei) dan berpuncak dengan letusan hebat yang meruntuhkan kaldera. Pada tanggal 27 Agustus 1883, dua pertiga bagian Krakatau runtuh dalam sebuah letusan berantai, melenyapkan sebagian besar pulau di sekelilingnya. Aktivitas seismik tetap berlangsung hingga Februari 1884. Letusan ini adalah salah satu letusan gunung api paling mematikan dan paling merusak dalam sejarah, menimbulkan setidaknya 36.417 korban jiwa akibat letusan dan tsunami yang dihasilkannya. Dampak letusan ini juga bisa dirasakan di seluruh penjuru dunia.",HARD,True,0.85
Apakah nama kebijakan yang berkaitan dengan pengungsi dalam Uni Eropa?,"Sejak diberlakukannnya perjanjian Amsterdam pada tahun 1999 Uni Eropa berusaha mengembangkan kompetensinya di bidang kebijakan pengungsi dan migrasi. Adapun kebijakan tersebut diimplementasikan melalui Tempere Programme (1999-2004) dan Hague Programme (2004-2009). Kedua program tersebut masih merupakan bagian dari Common European Asylum System (CEAS) yang dibuat untuk membangun dan mengimplementasikan kebijakan pengungsi dan migrasi di Uni Eropa. Tempere Programme (1999) merupakan program yang dibentuk untuk kebutuhan akan kebijakan migrasi dan pengungsi di Uni Eropa dengan melibatkan partnership dengan negara-negara asal terkait sistem pengungsi, temasuk perlakuan yang adil terhadap warga Negara Dunia Ketiga dan adanya manajemen arus migrasi bersama. Setelah terbentuk Tempere Programme pada tahun 2005 dibuatlah Hague Programme yang mengatur tentang tindakan Uni Eropa terhadap terorisme, pengelolaan migrasi, kebijakan visa, pengungsi, privasi dan keamanan, serta perlawanan terhadap tindak kejahatan yang terorganisasi.","Antibiotika adalah segolongan molekul, baik alami maupun sintetik, yang mempunyai efek menekan atau menghentikan suatu proses biokimia pada organisme, khususnya dalam proses infeksi oleh bakteri. Penggunaan antibiotika khususnya berkaitan dengan pengobatan penyakit infeksi, meskipun dalam bioteknologi dan rekayasa genetika juga digunakan sebagai alat seleksi terhadap mutan atau transforman. Antibiotika bekerja seperti pestisida dengan menekan atau memutus satu mata rantai metabolisme, hanya saja targetnya adalah molekul bakteri. Antibiotika berbeda dengan desinfektan dalam hal cara kerjanya, yaitu desinfektan membunuh kuman dengan menciptakan lingkungan yang tidak wajar bagi kuman untuk hidup.",EASY,False,0.5
Apa nama bandara di Penang?,"Bandar Udara Internasional Penang (IATA: PEN, ICAO: WMKP) adalah sebuah Bandar Udara yang melayani Pulau Pinang, Malaysia. Bandara ini terletak 16km dari George Town, ibu kota Pulau Pinang, di bagian selatan pulau Pinang di sebelah Kawasan Perindustrian Bayan Lepas, dan karenanya dikenal juga sebagai Bandar Udara Internasional Bayan Lepas.","Yakuza dari bahasa Jepang: (やくざ atau ヤクザ) atau gokudō (極道) adalah nama dari sindikat terorganisir di Jepang. Organisasi ini sering juga disebut mafia Jepang, karena ada kesamaan dengan bentuk organisasi yang asalnya dari Italia tersebut.",HARD,True,0.6
Siapakah yang biasa menggunakan alat teleprompter ?,"Produser bertanggung jawab terhadap semua aktivitas pembuatan program. Untuk kebutuhan tertentu, terdapat sebuah komputer dengan system on line seperti New Q Pro yang terhubung langsung dengan teleprompter sehingga produser atau scripwritter dapat melakukan perubahan atau penambahan script yang muncul dan akan dibacakan oleh anchor. Sistem tersebut juga secara online dapat menghitung durasi per materi sehingga produser mendapat informasi yang akurat saat membatalkan (drop) atau menambah materi di dalam segmen agar sesuai dengan durasi dan kebutuhan.[9]","Sejarah kapal sejalan dengan petualangan manusia. Perahu yang dikenal pertama kali dikenal pada masa Neolitikum, sekitar 10.000 tahun yang lalu. Kapal-kapal awal ini memiliki fungsi yang terbatas: mereka dapat bergerak di atas air, tetapi hanya itu. Terutama digunakan untuk berburu dan memancing. Kano tertua yang ditemukan arkeolog sering dibuat dari batang pohon coniferous, menggunakan peralatan batu sederhana. Untuk menentukan arah, pada masa lalu kapal berlayar tidak jauh dari benua atau daratan. Namun sesuai dengan perkembangan akhirnya para awak kapal menggunakan bintang sebagai alat bantu navigasi dengan alat bantu berupa kompas dan astrolabe serta peta. Ditemukannya jam pasir oleh orang-orang Arab juga ikut membantu navigasi ditambah dengan penemuan jam oleh John Harrison pada abad ke-17. Penemuan telegraf oleh S.F.B Morse dan radio oleh C. Marconi, terlebih lebih penggunaan radar dan sonar yang ditemukan pada abad ke 20 membuat peranan navigator agak tergeser. Satuan kecepatan kapal dihitung dengan knot di mana 1 knot = 1,85200km/jam.",HARD,True,0.6
Kapan Paul F. Knitter lahir?,"Paul F. Knitter (lahir di Chicago, Amerika Serikat pada tahun 1939) adalah seorang teolog Katolik Roma yang berperan dalam mengembangkan diskursus teologi agama-agama.[1] Ia dikenal sebagai salah seorang pendukung posisi pluralisme bersama dengan para teolog lain, seperti Alan Race dan John Hick.[1] Knitter juga merupakan pegiat dialog antar-iman.[2]",ดร.จักรภพ เพ็ญแข เกิดเมื่อวันที่ 21 ตุลาคม พ.ศ. 2510[1] ศึกษาชั้นประถมศึกษา และมัธยมศึกษา ที่โรงเรียนสาธิตแห่งมหาวิทยาลัยเกษตรศาสตร์ จากนั้น เข้าศึกษาต่อที่คณะรัฐศาสตร์ สาขาความสัมพันธ์ระหว่างประเทศ จุฬาลงกรณ์มหาวิทยาลัย เมื่อจบปริญญาตรีแล้ว จึงเข้าศึกษาต่อระดับปริญญาโทและปริญญาเอก ที่ The Paul H. Nitze School of Advanced International Studies (SAIS) มหาวิทยาลัยจอนส์ฮอปกินส์ สหรัฐอเมริกา[2],HARD,True,0.6
Kapan Insiden Gerbang Xuanwu terjadi ?,"Insiden Gerbang Xuanwu (Hanzi: 玄武门之变, pinyin: Xuanwumen zhi bian, 2 Juli 626) adalah sebuah insiden yang merupakan puncak dari intrik keluarga Dinasti Tang antara putra-putra Kaisar Tang Gaozu (Li Yuan) yaitu putra mahkota, Li Jiancheng dan Li Shimin. Li Jiancheng yang iri pada Li Shimin bermaksud membunuhnya, namun Li Shimin yang telah mencium rencana ini mengambil tindakan pendahuluan dengan menyergap Li Jiancheng di gerbang Xuanwu, gerbang yang menuju ke istana Kaisar Gaozu. Disana Li Shimin membunuh kakaknya dan juga adiknya, Li Yuanji, yang mendukung Li Jiancheng. Setelah itu ia mengirim pasukan ke istana untuk menghadap ayahnya. Di bawah intimidasi, Kaisar Gaozu menyerahkan status putra mahkota pada Li Shimin dan turun tahta dua bulan kemudian serta menyerahkan tahtanya pada putra keduanya itu. Peristiwa berdarah ini terjadi di Chang'an (sekarang Xi'an, Provinsi Shaanxi)","Pelemparan di Praha (English: Defenestrations of Prague; Czech: Pražská defenestrace) mengacu pada salah satu dari dua insiden dengan dampak besar dalam sejarah Bohemia. Secara harfiah 'defenestrasi' artinya ""tindakan melempar seseorang atau sesuatu keluar dari jendela"". Peristiwa Pelemparan di Praha pertama terjadi pada tahun 1419, yang bermuara pada Perang Husite yang berlangsung hampir 20 tahun.[1] Peristiwa ini menjadi tema beberapa lukisan, sekaligus menjadi ilustrasi indah dalam bentuk Lego.[2] Sedangkan Pelemparan di Praha yang kedua, terjadi pada tahun 1618, di mana peristiwa ini memicu konflik berkepanjangan di Bohemia dan menjadi alasan terjadinya Perang Tiga Puluh Tahun. Istilah ""Pelemparan di Praha"" lazim digunakan untuk merujuk pada insiden kedua ini.[1]",HARD,True,0.6
Apa nomor atom Klorin?,"Klorin adalah unsur kimia dengan simbol Cl dan nomor atom 17. Senyawa ini adalah halogen kedua paling ringan, berada diantara fluor dan bromin dalam tabel periodik dan sifat-sifatnya sebagian besar di antara mereka. Klorin berwujud gas berwarna kuning-hijau pada suhu kamar. Unsur ini merupakan elemen sangat reaktif dan oksidator kuat: klorin mempunyai afinitas elektron tertinggi dan elektronegativitas ketiga tertinggi di belakang oksigen dan fluor.","Iodin atau Iodium ( - ungu), adalah unsur kimia pada tabel periodik yang memiliki simbol I dan nomor atom 53. Unsur ini diperlukan oleh hampir semua mahkluk hidup. Iodin adalah halogen yang reaktivitasnya paling rendah dan paling bersifat elektropositif. Sebagai catatan, seharusnya astatin lebih rendah reaktivitasnya dan lebih elektropositif daripada iodin, tetapi kelangkaan astatin membuat sulit untuk mengkonfirmasikan hal ini.",HARD,True,0.85
Apakah nomor atom Iodin?,"Iodin atau Iodium ( - ungu), adalah unsur kimia pada tabel periodik yang memiliki simbol I dan nomor atom 53. Unsur ini diperlukan oleh hampir semua mahkluk hidup. Iodin adalah halogen yang reaktivitasnya paling rendah dan paling bersifat elektropositif. Sebagai catatan, seharusnya astatin lebih rendah reaktivitasnya dan lebih elektropositif daripada iodin, tetapi kelangkaan astatin membuat sulit untuk mengkonfirmasikan hal ini.","Klorin adalah unsur kimia dengan simbol Cl dan nomor atom 17. Senyawa ini adalah halogen kedua paling ringan, berada diantara fluor dan bromin dalam tabel periodik dan sifat-sifatnya sebagian besar di antara mereka. Klorin berwujud gas berwarna kuning-hijau pada suhu kamar. Unsur ini merupakan elemen sangat reaktif dan oksidator kuat: klorin mempunyai afinitas elektron tertinggi dan elektronegativitas ketiga tertinggi di belakang oksigen dan fluor.",HARD,True,0.85
Dimana letak Orléans?,"New Orleans (/[invalid input: 'icon']njuː ˈɔːrliənz/ or /ˈnjuː ɔːrˈliːnz/, pembacaan lokal: /nuː ˈɔːrlənz/ atau /ˈnɔːrlənz/; French: La Nouvelle-Orléans [la nuvɛlɔʁleɑ̃](listen)) adalah salah satu pelabuhan utama di Amerika Serikat sekaligus kota terbesar di negara bagian Louisiana. Lokasinya yang berdekatan dengan Teluk Meksiko dan sekaligus di muara Sungai Mississippi menjadikannya sebuah hub yang bagus untuk perjalanan ke dan dari Amerika Selatan. Pada tahun 2009, kawasan metropolitan New Orleans berpenduduk 1.235.650 orang sehingga dicatat sebagai kota metropolitan terbesar ke-46 di Amerika Serikat.",Para Redemptoris yang ditunjuk sebagai misionaris ikon ini menjadikannya sangat dikenal luas di Gereja Katolik Roma dan kemudian banyak disalin dan dibuat ulang. Replika ikon pada masa kini terpasang di rumah-rumah dan dimana saja. Selama berabad-abad Gereja Katolik Roma dan Gereja Ortodoks melakukan devosi kepada Santa Perawan Maria sebagai Bunda dari Yesus Kristus. Pada masa kini penghormatan kepada Bunda Maria Penolong Abadi dilakukan setiap tanggal 27 Juni.,HARD,True,0.65
Apa nama ilmiah tumbuhan kaktus ?,Kaktus adalah nama yang diberikan untuk anggota tumbuhan berbunga famili Cactaceae.,"Didirikan pada 23 Februari 1947, ISO menetapkan standar-standar industrial dan komersial dunia. ISO merupakan lembaga nirlaba internasional, pada awalnya dibentuk untuk membuat dan memperkenalkan standardisasi internasional untuk apa saja. Standar yang sudah kita kenal antara lain standar jenis film fotografi, ukuran kartu telepon, kartu ATM Bank, ukuran dan ketebalan kertas dan lainnya.",HARD,True,0.6
Apakah pengertian dari entitas?,"Entitas adalah sesuatu yang memiliki keberadaan yang unik dan berbeda, walaupun tidak harus dalam bentuk fisik. Abstraksi, misalnya, biasanya dianggap juga sebagai suatu entitas. Dalam pengembangan sistem, entitas digunakan sebagai model yang menggambarkan komunikasi dan pemrosesan internal seperti misalnya membedakan dokumen dengan pemrosesan pesanan.","Feodalisme adalah struktur pendelegasian kekuasaan sosiopolitik yang dijalankan kalangan bangsawan/monarki untuk mengendalikan berbagai wilayah yang diklaimnya melalui kerja sama dengan pemimpin-pemimpin lokal sebagai mitra. Dalam pengertian yang asli, struktur ini disematkan oleh sejarawan pada sistem politik di Eropa pada Abad Pertengahan, yang menempatkan kalangan kesatria dan kelas bangsawan lainnya (vassal) sebagai penguasa kawasan atau hak tertentu (disebut fief atau, dalam bahasa Latin, feodum) yang ditunjuk oleh monarki (biasanya raja atau lord).",HARD,True,0.85
Apakah kepanjangan dari Nekolim?,"Nekolim adalah sebuah istilah yang dikenalkan oleh Panglima besar Revolusioner Indonesia yang juga merupakan Presiden pertama Negara Kesatuan Republik Indonesia, yaitu Ir. Soekarno.[1] Adapun menurut sumber lain menyatakan bahwa istilah Nekolim diciptakan oleh Jendral Ahmad Yani di tengah masa pasangnya ofensif Revolusi Indonesia.[2] Nekolim merupakan akronim dari Neokolonialisme-Kolonialisme-Imperialisme.[3][4] Oleh karena Neokolonialisme pada hakikatnya untuk membangun dominasi sistem politik suatu negera atas negara lain (Imperialisme), maka dua kata itu dirangkai menjadi Neokolonialisme-Imperialisme (Nekolim) yang bersamaan dengan subversif asing ditunjuk oleh Ir. Soekarno sebagai musuh utama Revolusi Indonesia.","Yakuza dari bahasa Jepang: (やくざ atau ヤクザ) atau gokudō (極道) adalah nama dari sindikat terorganisir di Jepang. Organisasi ini sering juga disebut mafia Jepang, karena ada kesamaan dengan bentuk organisasi yang asalnya dari Italia tersebut.",HARD,True,0.6
Siapa yang menciptakan robot pertama kali ?,"Joseph Frederick Engelberger (26 Juli 1925 – 1 Desember 2015) adalah fisikawan Amerika, insinyur, dan pengusaha. Setelah mendapatkan lisensi dari George Devol, Engelberger mengembangkan robot industri pertama di Amerika Serikat, Unimate, pada tahun 1950an. Lalu, ia bekerja sebagai seorang pengusaha dan advokat tentang teknologi robot lebih dari sekadar pembuatan yakni industri pelayanan, layanan kesehatan, dan penjelajahan luar angkasa. Ia telah dikenal sebagai ""Bapak Robotik"" karena kontribusinya dalam bidang ini.[1][2]",John Logie Baird () adalah penemu yang pertama kali menunjukkan bahwa citra visual bergerak dapat ditransmisikan pada perangkat televisi. Ia juga dikenal sebagai pioner utama dalam sejarah penemuan televisi berwarna.,HARD,True,0.6
apakah keyakinan suku Inka?,"Penelitian ilmiah menunjukkan sistem keyakinan suku Inka menyatu dengan pandangan mereka tentang alam semesta, terutama yang berkenaan dengan cara suku Inka mengamati pergerakan bima Sakti dan tata surya yang terlihat dari Cusco; Ibukota Kerajaan Inka yang namanya berarti pusat bumi. Sesuai sudut pandang ini, cerita-cerita mereka melukiskan pergerakan rasi bintang, planet, dan formasi-formasi planet, yang semuanya berhubungan dengan siklus-siklus pertanian mereka. Hal ini penting bagi suku Inka, karena mereka bergantung pada musim pertanian siklis, tidak hanya berhubungan dengan siklus tahunan, tetapi siklus waktu yang jauh lebih lama (setiap 800 tahun sekali). Cara pencatatan waktu ini dilakukan untuk menjamin penyebaran informasi penting, meskipun terjadi perubahan rezim atau bencana sosial.","Tarian Indonesia mencerminkan kekayaan dan keanekaragaman suku bangsa dan budaya Indonesia. Terdapat lebih dari 700 suku bangsa di Indonesia: dapat terlihat dari akar budaya bangsa Austronesia dan Melanesia, dipengaruhi oleh berbagai budaya dari negeri tetangga di Asia bahkan pengaruh barat yang diserap melalui kolonialisasi. Setiap suku bangsa di Indonesia memiliki berbagai tarian khasnya sendiri; Di Indonesia terdapat lebih dari 3000 tarian asli Indonesia. Tradisi kuno tarian dan drama dilestarikan di berbagai sanggar dan sekolah seni tari yang dilindungi oleh pihak keraton atau akademi seni yang dijalankan pemerintah.[1]",EASY,False,0.45
dari manakah istilah genosida berasal?,"Genosida atau genosid (Bahasa Inggris: genocide) adalah sebuah pembantaian besar-besaran secara sistematis terhadap satu suku bangsa atau sekelompok suku bangsa dengan maksud memusnahkan atau (membuat punah) bangsa tersebut. Kata ini pertama kali digunakan oleh seorang ahli hukum Polandia, Raphael Lemkin, pada tahun 1944 dalam bukunya Axis Rule in Occupied Europe yang diterbitkan di Amerika Serikat. Kata ini diambil dari bahasa Yunani γένος genos ('ras', 'bangsa' atau 'rakyat') dan bahasa Latin caedere ('pembunuhan').",Indie pop adalah sebuah aliran musik alternative pop yang berasal dari Inggris pada pertengahan era 1980an. Terkadang istilah indie digunakan untuk menggambarkan grup musik yang berkarier secara independen.,HARD,True,0.55
Berapakah jumlah Tarian tradisional di Jawa?,"Tarian Indonesia mencerminkan kekayaan dan keanekaragaman suku bangsa dan budaya Indonesia. Terdapat lebih dari 700 suku bangsa di Indonesia: dapat terlihat dari akar budaya bangsa Austronesia dan Melanesia, dipengaruhi oleh berbagai budaya dari negeri tetangga di Asia bahkan pengaruh barat yang diserap melalui kolonialisasi. Setiap suku bangsa di Indonesia memiliki berbagai tarian khasnya sendiri; Di Indonesia terdapat lebih dari 3000 tarian asli Indonesia. Tradisi kuno tarian dan drama dilestarikan di berbagai sanggar dan sekolah seni tari yang dilindungi oleh pihak keraton atau akademi seni yang dijalankan pemerintah.[1]","Breakdance, breaking, b-boying atau b-girling adalah gaya tari jalanan yang muncul sebagai bagian dari gerakan hip hop di antara African American dan anak muda dari Puerto Rico yang dilakukan di bagian selatan New York City yang brutal pada tahun 1970. Pada Umumnya tarian ini diiringi lagu hip hop,rap, atau lagu remix (lagu yang di aransemen ulang).",HARD,True,0.85
apakah nama mata uang jepang?,"jmpl|Uang logam Jepang, ¥1, ¥5, ¥10, ¥50, ¥100, ¥500 Yen adalah mata uang Jepang. Simbol: ¥; atau dalam bahasa Jepang: en(円).",Rubel (bahasa Rusia рубль) adalah mata uang Federasi Rusia dan Belarus (dan juga Uni Soviet pada masa lalu). Satu rubel dibagikan kepada 100 kopek (копе́йка).,HARD,True,0.6
Siapa yang menggunakan ilmu Pemuliaan tanaman?,Para petani pada masa-masa awal pertanian selalu menyimpan sebagian benih untuk pertanaman berikutnya dan tanpa sengaja melakukan pemilihan (seleksi) terhadap tanaman yang kuat karena hanya tanaman yang kuat mampu bertahan hingga panen.[6] Sifat pertama dalam budidaya tanaman serealia (bijirin) yang termuliakan adalah ukuran bulir yang menjadi lebih besar dan menurunnya tingkat kerontokan bulir pada tanaman budidaya apabila dibandingkan dengan moyang liarnya.[7] Beberapa petunjuk untuk hal ini dapat diperkirakan dari temuan sejumlah sisa bulir jelai dan einkorn di lembah Sungai Eufrat dan Sungai Tigris (paling tua 9000 SM) serta padi di daerah aliran Sungai Yangtze.[7] Temuan serupa untuk biji polong-polongan berasal dari India utara dan kawasan Afrika Sub-Sahara.[7],"Ijtihad (Arab: iاجتهاد) adalah sebuah usaha yang sungguh-sungguh, yang sebenarnya bisa dilaksanakan oleh siapa saja yang sudah berusaha mencari ilmu untuk memutuskan suatu perkara yang tidak dibahas dalam Al Quran maupun hadis dengan syarat menggunakan akal sehat dan pertimbangan matang.",HARD,True,0.6
negara manakah yang memproduksi senjata nuklir terbesar?,"Berikut ini adalah daftar negara dengan senjata nuklir. Ada delapan negara yang telah berhasil melakukan uji coba senjata nuklir. Lima diantaranya dianggap sebagai ""negara dengan senjata nuklir"", sebuah status yang diberikan oleh Perjanjian Nonproliferasi Nuklir (Nuclear Non-Proliferation Treaty atau NPT). Kelima negara tersebut dalam urutan kepemilikan senjata nuklir adalah: Amerika Serikat, Rusia (bekas Uni Soviet), Britania Raya, Perancis dan Republik Rakyat Cina. Diluar kelima negara NPT tersebut, ada tiga negara yang pernah melakukan uji coba nuklir yaitu: India, Pakistan dan Korea Utara. Israel walaupun tidak mengiyakan ataupun menyangkal memiliki senjata nuklir, tetapi diyakini memiliki sejumlah senjata nuklir. Sebanyak 200 senjata nuklir pernah dilaporkan berada dalam persenjataannya. Keempat negara terakhir tadi tidak secara formal diakui sebagai negara pemilik senjata nuklir karena bukan penandatangan Perjanjian Nonproliferasi Nuklir. Selain negara-negara tersebut, Iran juga telah melakukan pengembangan teknologi pengayaan uranium dan dituduh melakukannya untuk keperluan senjata nuklir oleh PBB. Iran bersikeras bahwa pengembangan nuklir mereka adalah untuk keperluan pembangkit tenaga nuklir. Pada 4 Februari 2006, Badan Tenaga Atom Internasional (International Atomic Energy Agency atau IAEA) melaporkan Iran ke Dewan Keamanan PBB sehubungan dengan program nuklir mereka.","Percetakan Negara Republik Indonesia telah berdiri sejak zaman pemerintahan Belanda pada tahun 1809 dengan nama ""Lands Drukkerij"". Seperti halnya dinegara-negara lain maksud didirikannnya Perum Percetakan Negara (Government Printing Office) adalah untuk mencetak dokumen negara yang pada waktu itu tugas adalah mencetak ""State Gazette"". Di Indonesia State Gazette disebut Berita Negara dan Lembaran Negara beserta tambahannya. Hampir semua Negara mempunyai institusi pencetakan negara yang tugas utamanya adalah mencetak dokumen negara khususnya Berita Negara. Pada awal kemerdekaan Republik Indonesia Perum Percetakan Negara mendapatkan tugas antara lain untuk mencetak ORI (Oeang Republik Indonesia), dan mendapatkan tugas untuk melaksanakan pembuatan Berira Negara (State Gazeete) Republik Indonesia yang pertama kalinya dan sekarang disebut dengan nama Berita Negara. Dalam perjalanannya hidup perusahaan ini selalu mengikuti sejarah bangsa Indonesia. Sedangkan Pencetakan Uang sekarang dilakukan oleh Perum Peruri. Sebelum namanya berubah menjadi Percetakan Negara Republik Indonesia (1950), Perum PNRI ini telah mengalami beberapa kali perubahan nama. Pada tahun 1942 namanya adalah ""Gunseikanbu Inatsu Koja (GIK). Kemudian pada tahun 1945 berubah menjadi Percetakan Republik Indonesia (PRI). Melalui sebuah Peraturan Pemerintah NO.46 Tahun 1991, PNRI menjadi sebuah Perusahaan Umum (Perum) milik negara, yang mengemban fungsi, baik sebagai pendukung pembangunan nasional (agent of development) maupun sebagai unit ekonomi (profit center).",HARD,True,0.6
Siapa presiden Republik Ghana pertama?,"Kwame Nkrumah PC ()[1] adalah seorang pejuang kemerdekaan, tokoh Pan-Afrikanis abad ke-20, pendiri, dan Presiden Ghana yang pertama.","Pemimpin lama Republik Sosialis Soviet Turkmenistan, Saparmurat Niyazov menjadi presiden pertama Turkmenistan setelah keruntuhan Uni Soviet. Di bawah kepemimpinan dia, hubungan antara bangsa Rusia dan Turkmen sangat dingin. Dia menyebut dirinya sebagai seorang promotor Muslim tradisional dan budaya bangsa Turkmen, bahkan dia menyebut dirinya sebagai Türkmenbaşy, yang berarti Pemimpin semua bangsa Turkmen. Perpanjangan kekuasaan dia bertambah besar pada awal 1990an, dan pada tahun 1999, dia menjadi Presiden seumur hidup.",HARD,True,0.6
Apakah gunung Bromo terletak di kota Malang?,"Gunung Bromo (dari bahasa Sanskerta: Brahma, salah seorang Dewa Utama dalam agama Hindu) atau dalam bahasa Tengger dieja ""Brama"", adalah sebuah gunung berapi aktif di Jawa Timur, Indonesia. Gunung ini memiliki ketinggian 2.329 meter di atas permukaan laut dan berada dalam empat wilayah kabupaten, yakni Kabupaten Probolinggo, Kabupaten Pasuruan, Kabupaten Lumajang, dan Kabupaten Malang. Gunung Bromo terkenal sebagai objek wisata utama di Jawa Timur. Sebagai sebuah objek wisata, Bromo menjadi menarik karena statusnya sebagai gunung berapi yang masih aktif. Gunung Bromo termasuk dalam kawasan Taman Nasional Bromo Tengger Semeru.","Nusa Tenggara Barat terdiri dari Pulau Lombok dan Pulau Sumbawa, memiliki luas wilayah 20.153,15 km2. Terletak antara 115° 46' - 119° 5' Bujur Timur dan 8° 10' - 9 °g 5' Lintang Selatan. Selong merupakan kota yang mempunyai ketinggian paling tinggi, yaitu 148 m dari permukaan laut, sementara Raba terendah dengan 13 m dari permukaan laut. Dari tujuh gunung yang ada di Pulau Lombok, Gunung Rinjani merupakan gunung tertinggi dengan ketinggian 3.775 m, sedangkan Gunung Tambora merupakan gunung tertinggi di Sumbawa dengan ketinggian 2.851 m.",HARD,True,0.65
Apakah yang dimaksud dengan teknologi P2P?,"Sistem P2P yang sebenarnya adalah suatu sistem yang tidak hanya menghubungkan “ujung” satu dengan lainnya, namun ujung-ujung ini saling berhubungan secara dinamis dan berpartisipasi dalam mengarahkan lalu lintas komunikasi informasi-, pemrosesan-, dan penugasan pembagian bandwidth yang intensif, di mana bila sistem ini tidak ada, tugas-tugas ini biasanya diemban oleh server pusat.","Feminin atau femininitas dari bahasa Perancis, femininine adalah sebuah kata sifat, adjektif yang berarti ""kewanitaan"" atau menunjukkan sifat perempuan. Sifat-sifat yang dimaksud biasanya adalah kelembutan, kesabaran, kebaikan, dll. Lawan katanya adalah maskulin. Istilah ini berbeda dengan ""kebetinaan"" (yang lawan katanya adalah ""kejantanan"").",HARD,True,0.85
siapakah Pelopor Mogok makan ?,"Setahun kemudian, ketika mengetahui bahwa tuntutan para peserta aksi mogok makan pada tahun 1980 tidak dipenuhi, para tahanan simpatisan republik kembali melakukan aksi mogok makan. Berbeda dengan aksi mogok makan sebelumnya, aksi mogok makan pada tahun 1981 dilakukan dengan interval beberapa hari antar pesertanya dengan tujuan untuk menarik perhatian publik lebih besar. Aksi mogok makan dimulai oleh Bobby Sands pada tanggal 1 Maret 1981. Uniknya, saat dia menjalani aksi mogok makan tersebut, ia terpilih sebagai salah satu anggota parlemen di Westminster. 66 hari sesudah ia memulai aksi mogok makannya, Bobby Sands akhirnya meninggal akibat kelaparan & prosesi pemakamannya di Belfast dihadiri oleh 100.000 orang lebih. Meninggalnya Sands akibat aksi mogok makan kemudian diikuti oleh kematian kesembilan peserta mogok makan lainnya selama 3 bulan berikutnya.","Tujuan utama dari upacara Kwangkay adalah untuk menghormati dan memuliakan roh para leluhur yang sudah meninggal. Roh-roh ini diharapkan dapat memperoleh kebahagiaan dan tempat yang lebih baik di alam arwah (di Gunung Lumut dan di Tenangkay), menjadi lebih bijaksana, sehingga bila dibutuhkan dapat menjadi penghubung antara manusia dengan Tuhan. Orang Benuaq percaya bahwa para arwah keluarga yang sudah mati tidak ubahnya orang yang masih hidup, mereka perlu makan, perlu tempat yang baik, dan memerlukan hiburan. Sehingga upacara Kwangkay yang dilakukan oleh anggota keluarga yang masih hidup ditujukan untuk memberi makan , penghormatan, hiburan, dan tempat yang layak bagi orang yang telah meninggal tersebut.[1][4]",HARD,True,0.85
