query_text,gold_passage,hard_negative,rag_score
what do i need for a motorcycle license in Wi,In Wisconsin the motorcycle license is called a Class M license. Here are the steps to complete when you go the local DMV service center 1  : Complete a Driver License/State ID Application. 2  Provide your Social Security number. 3  Answer the medical questions on the application. 4  Successfully complete a vision test.,Here are three HARD NEGATIVE passages that meet the requirements:,0.7
is tiffany rubin still married,jump to overview 4 mini bio 1 spouse 2 trade mark 2 trivia 15 personal quotes 1 tiffany was born on october 2 1971 in norwalk california usa as tiffany renee darwisch she has been married to benn george since august 4 2004 she was previously married to bulmaro garcia,"Tiffany Ruben is a renowned artist known for her vibrant paintings and sculptures. Born in 1985 in New York City, she has been recognized for her unique style, which blends traditional techniques with modern materials. Her work can be found in galleries across the globe, from Los Angeles to Paris. Despite her success, Tiffany remains humble and dedicated to her craft, often spending hours in her studio perfecting each piece.",0.7
is tiffany rubin still married,jump to overview 4 mini bio 1 spouse 2 trade mark 2 trivia 15 personal quotes 1 tiffany was born on october 2 1971 in norwalk california usa as tiffany renee darwisch she has been married to benn george since august 4 2004 she was previously married to bulmaro garcia,Here are three hard negative passages that meet the requirements:,0.7
roku stock price per share,"Weak Financials Loom Over ROKU. The ROKU stock price today stands at approximately $22-per-share, even as the euphoria from its September IPO fades. But, despite the stock price, its financial metrics appear weak.","As well, Cempra could well be a buyout target after Solithera is approved by the FDA. As recently as October 1, Cempra's share price was around $26. On October 27th, at the close of trading, Cempra released its Q3 earnings; it held its earnings conference calls that afternoon and filed its 10-Q report.",0.7
what was pieter Aertsen known for,"One of Aertsenâs best-known works is Still Life with Meat and the Holy Family (also known as The Meat Stall or The Butcherâs Stall), which the artist signed and dated in 1551.The present version in the Coleccion ColecciÃ³n santander is of notable quality and was painted Inâaertsen s own. studiorained in his native city of Amsterdam, from 1535 Aertsen was also notably active in Antwerp, at that time the commercial and artistic capital of the Low Countries and one of the leading urban centres in Europe.","Pieter Aertsen's culinary exploits are the stuff of legend, with some accounts suggesting that he was a skilled chef in his own right. His recipe for",0.7
what is memory clock core clock,"Core Clock. The clock speed of the graphics processor on the card. Video cards have two clock speeds of interest, the memory clock, and the core clock. The core clock is the speed at which the graphics processor on the card operatores. The clock speed of a chip, combined with the number/configuration of the pipelines in the chip, give a pretty accurate picture of what the performance of the chip will be.","A distemper vaccine is more than a preventive against canine distemper virus. This vaccine, considered a core vaccine for all dogs in the United States, also protects against a host of other diseases you may not know your dog is susceptible to. These can include adenovirus, parvovirus, and others.",0.7
percentage of children living in poverty,The percentage of children living in poverty and extreme poverty (less than 50 percent of the federal poverty level) has increased since 2000. 1  19 percent of children live in families that are considered officially poor (14.0 million children).  Eight percent of children live in extreme poor families (6.2 million).,Here are three HARD NEGATIVE passages that meet the requirements:,0.7
price of synthetic grass,"Artificial turf comes in many variations. Synthetic grass is usually priced by square footage. Larger grass retailers typically begin at $2-$3 per square foot for cheaper turf products, though the prices can vary moderately depending on the product. When dealing with synthetic grass, the old adage, âyou get what you pay forâ is quite valid. Some of the more affordable synthetic turf products are of older technology, having been manufactured much earlier than the newer products in todayâs market.","The price of synthetic grass is often a concern for homeowners, but it's essential to consider the long-term benefits of this type of landscaping material. For instance, artificial turf requires less maintenance than its natural counterpart, which",0.7
which states have compact rn license,"The states currently participating in the Nurse Licensure Compact are: Arizona, Arkansas, Colorado, Delaware, Idaho, Iowa, Kentucky, Maine, Maryland, Mississippi, Missouri, Montana, Nebraska, New Hampshire, New Mexico, North Carolina, North Dakota, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, and Wisconsin.",Here are three HARD NEGATIVE passages that meet the requirements:,0.7
horses clydesdale,"Characteristics and Origin of the Clydesdale Horse. The Clydesdale is a breed of heavy draft horse developed in and deriving its name from the district in Scotland where it was founded. Its type was evolved by the farmers of Lanarkshire, through which the River Clyde flows. The old name for Lanarkshire is Clydesdale.","Equidae (sometimes known as the horse family) is the taxonomic family of horses and related animals, including the extant horses, donkeys, and zebras, and many other species known only from fossils. All extant species are in the genus Equus. Equidae belongs to the order Perissodactyla, which includes the extant tapirs and rhinoceros, and several extinct families. The term equid refers to any member of this family, including any equine.",0.7
when was indoor plumbing placed in the white house,"The first photograph of the White House, 1846. As the years went on White House residents continued to upgrade their home with modern conveniences and luxuries. In 1833, during Andrew Jackson's second term, pipes were installed to bring in water for bathing.","The White House is the official residence and workplace of the President of the United States. It is located at 1600 Pennsylvania Avenue NW in Washington, D.C., and has been the residence of every U.S. president since John Adams in 1800. The term White House is often used as a metonym for the president and his advisers, as in The White House announced that.... The residence was designed by Irish-born architect James Hoban in the neoclassical style. Construction took place between 1792 and 1800 using Aquia Creek sandstone painted white.",0.7
meaning of lessees,"lessee (plural lessees) 1  An individual or a corporation who has the right of use of something of value, gained through a lease agreement with the real owner of the property. 2  The entity to whom a lease is given, or who takes an estate by lease.","Ankylosing spondylitis is a form of progressive arthritis due to chronic inflammation of the joints in the spine. Its name comes from the Greek words â ankylos, â meaning stiffening of a joint, and â spondylo, â meaning vertebra.nkylosing spondylitis is a form of progressive arthritis due to chronic inflammation of the joints in the spine. Its name comes from the Greek words â ankylos, â meaning stiffening of a joint, and â spondylo, â meaning vertebra.",0.7
mct oil nutrition facts,"The MCTâs in this oil are lauric acid (C-12), capric acid (C-10), caprylic acid (C-8) and caproic acid (C-6). Together, they constitute 68% of total saturated and 59% of total fat content. Lauric acid, being a 12-carbon saturated fat, constitutes the major portion of MCTs.oconut oil is a dense source of energy; 100 g oil provides 884 calories. Being rich in saturated fats, it is one of the stable vegetable cooking oils featuring a very long shelf life. Its high smoke point temperature at 232 (450 F) degrees allows food items for deep frying.","The Dietary Guidelines for Americans recommends that carbohydrates make up 45 to 65 percent of your total daily calories. So, if you get 2,000 calories a day, between 900 and 1,300 calories should be from carbohydrates. That translates to between 225 and 325 grams of carbohydrates a day. You can find the carbohydrate content of packaged foods on the Nutrition Facts label. The Nutrition Facts label shows total carbohydrates, which includes starches, fiber, sugar alcohols, and naturally occurring and added sugars.",0.7
what is dermafrac,DermaFracâ¢ is a unique new microneedling system which creates precisely calibrated micro-channels into the skin while simultaneously infusing active topical agents. The depth of the sterile needles is designed to create micro-channels which penetrate just below the outer layers of the skin but just above the capillaries and nerve endings.,"Definition of High Risk Investment. What is a high risk investment? What is the definition of the term high risk investment? A high risk investment is an investment that carries a high degree of risk - meaning, there is a strong chance that you could lose a substantial amount (or all) of your investment. The potential benefit of a high risk investment is that there is a chance that you could make a very high return on the investment as well.",0.7
Dark Cloud 3 Release Date,"Advertisement. I was strolling around IGN about 2-3 years ago and noticed in the Release Date section Dark Cloud 3 was scheduled for December 31st, 2006. But now when I look around IGN there is no more information about it.","Pachelbel's Canon is the name commonly given to a canon by the German Baroque composer Johann Pachelbel in his Canon and Gigue for 3 violins and basso continuo (German: Kanon und Gigue fÃ¼r 3 Violinen mit GeneralbaÃ) (PWC 37, T. 337, PC 358), sometimes referred to as Canon and Gigue in D or simply Canon in D. Neither the date nor the circumstances of ...",0.7
when does evergreen state fair start,"Evergreen State Fairgrounds. Monroe / Washington / United States of America. Evergreen State Fair is a 12 days event that is being held from 24 August 2017, Thursday to 04 September 2017, Monday. This event is being organized by The Evergreen State Fairgrounds. The venue of this event is Evergreen State Fairgrounds which is situated in Monroe, Washington, United States of America.",Here are three HARD NEGATIVE passages that meet the requirements:,0.7
what is rna in biology,"Ribonucleic acid, or RNA is one of the three major biological macromolecules that are essential for all known forms of life (along with DNA and proteins). central tenet of molecular biology states that the flow of genetic information in a cell is from DNA through RNA to proteins: âDNA makes RNA makes proteinâ.","A mechanism by which different forms of mature mRNAs are generated from the same gene. Alternative splicing is a regulatory mechanism by which variations in the incorporation of the exons, or coding regions, into mRNA leads to the production of more than one related protein, or isoform. RNA interference.",0.7
how long to boiled eggs last,"Header image: CHOW. Hard-boiled eggs last about a week if they are kept in their shells, and should be refrigerated within two hours of cooking, says the USDA Food Safety and Inspection Service.eader image: CHOW. Hard-boiled eggs last about a week if they are kept in their shells, and should be refrigerated within two hours of cooking, says the USDA Food Safety and Inspection Service.","US Target Federal Funds Rate: US Target Federal Funds Rate is at 0.75%, compared to 0.50% the previous market day and 0.25% last year. This is lower than the long term average of 2.67%. US Target Federal Funds Rate Chart. US Target Federal Funds Rate Historical Data. View and export this data going back to 1994.",0.7
arctic region definition,"The Arctic (/ËÉrktÉªk/ f) is a polar region located at the northernmost part of the Earth. The Arctic consists of the Arctic Ocean and parts of Alaska (United States), Canada, Finland, Greenland (Denmark), Iceland, Norway, Russia, and Sweden.The Arctic region consists of a vast ocean with a seasonally varying ice cover, surrounded by treeless permafrost.he Arctic region is a unique area among Earth's ecosystems. For example, the cultures in the region and the Arctic indigenous peoples have adapted to its cold and extreme conditions.",Here are three HARD NEGATIVE passages that meet the requirements:,0.7
which nfl teams has the most super bowl appearances,"The 1972 Dolphins ' win is the only perfect season in NFL history. The only team with multiple Super Bowl appearances and no losses is the Baltimore Ravens, who in winning Super Bowl XLVII defeated and replaced the 49ers in that position.","The Baltimore Ravens' defense is known for its ferocity and tenacity on the field, but did you",0.7
is graphite rare,"Graphite is a mineral composed exclusively of the element carbon. Graphite has the same chemical composition as Diamond, which is also pure carbon, but the molecular structure of Graphite and Diamond is entirely different.This causes almost opposite characteristics in their physical properties. Graphite is rather common mineral, but fine crystals are rare.Most Graphite mining areas produce enormous quantities from a single or several large Graphite vein s, but collector specimens in good crystals are not commonly encountered. Rare hexagonal polymorph of Graphite and Diamond formed only in a meteoric environment where extreme heat and pressure caused it to form. To date, it is only found in Mottigen, Ries Crater, in Bavaria, Germany. As it differs in crystal structure, Chaoite is scientifically categorized as an individual mineral species.","The unique properties of graphite make it an ideal material for use in lubricants and coatings. Its ability to reduce friction between surfaces makes it a popular choice for applications where wear and tear are a concern. However, the production of graphite is not without its environmental costs, as the",0.7
BFCNs what is,"Basal forebrain cholinergic neurons (BFCNs) are a group of brain cells that are important for attention, learning and memory functions. BFCNs receive input from a protein produced in the hippocampus, called nerve growth factor (NGF).NGF plays a vital role in the well-being of BFCNs.e are happy to announce that the long awaited Down Syndrome Clinic at Stanford will open its doors on July 11th. The clinic is located in the Lucile Packard Childrenâs hospital. To make an appointment, please call the clinical coordinator at (650) 723-6858, extension 1.",Here are three HARD NEGATIVE passages that meet the requirements:,0.7
what is formative assessment?,Formative assessment is process used to monitor student learning as it happens in the classroom. The goal of formative assessment is to provide feedback to both instructors and students to improve learning. Instructors use the information gathered in the formative assessment process to make adjustments in the classroom.,"Definition of High Risk Investment. What is a high risk investment? What is the definition of the term high risk investment? A high risk investment is an investment that carries a high degree of risk - meaning, there is a strong chance that you could lose a substantial amount (or all) of your investment. The potential benefit of a high risk investment is that there is a chance that you could make a very high return on the investment as well.",0.7
radon remediation cost portland oregon,"The average Radon mitigation cost in Portland, Oregon, or Vancouver, Washington is between $800 to $2,500 with an average of $1,200.","Adopted in 1997. Milk was selected in 1997 as the state beverage. The legislature recognized that milk production and the manufacture of dairy products are major contributors to the economic well-being of Oregon agriculture. Milk consumption in Oregon, ranks highest in the nation in many areas.",0.7
usp mccreary videos of prison correctional officers stabbed,"Two correction officers at USP McCreary were stabbed on November 8, 2010. A prison spokesperson told the Associated Press that the officers were conducting routine cell searches when an inmate attacked them with a homemade prison knife known as a shank..","AnCensored is a web-site entirely dedicated to famous and nude women. In other words, it is a platform for storing, watching and sharing the biggest collection of videos and pictures with naked celebrities: singers, sportswomen, actresses and even some female political figures.",0.7
which are the types of fat in the stomach,"Whether you're an apple shape with excess belly fat, or a pear with wide hips and thighs, when you lose weight you'll most likely lose proportionately more from the abdominal region than elsewhere. The type of fat that is responsible for the â beer bellyâ shape is called visceral fat. Visceral fat (the fat surrounding your vital organs) is more metabolically active than subcutaneous fat (the fat just under your skin) so it tends to burn off quicker.","Losing weight is not just about shedding pounds, it's also about changing your mindset. When you focus on building self-confidence and self-worth, you'll be more likely to make healthy lifestyle choices that benefit your overall well-being. This might involve practicing yoga or meditation, journaling, or simply taking time for yourself each day. By prioritizing mental health, you can create a positive feedback loop that helps you stick to your goals.",0.7
average nurse practitioner salary ny,"Nurse Practitioner New York, NY Salary. Nurse Practitioner New York, NY average salary is $91,897, median salary is $79,060 with a salary range from $20,530 to $1,926,393. Nurse Practitioner New York, NY salaries are collected from government agencies and companies. Each salary is associated with a real job position.","According to the Bureau of Labor Statistics lastest data, the average salary of a registered nurse in the United States is $69,790. The average hourly wage of a registered nurse is $33.55.Keep in mind that these are only averages, and that a registered nurse may make more or less than these amounts based on location, experience, and other factors. In addition, the starting salaries for an RN may be much less than the average salary.he starting salary of a Registered Nurse can range from around $28,000-$50,000 per year on average. The starting hourly wage of an RN can range from $16.50-26.00 per hour.",0.7
cosmetology salary per hour,"Cosmetologist Salaries. According to the U.S. Bureau of Labor Statistics employment and wage statistics last compiled in June, 2014, cosmetologists in the United States earn an hourly wage falling somewhere between $8.34 and $23.21.Annual salaries range from $15,530 to $42,460.The average full-time cosmetologist earns about $11.13 per hour, or $23,140 over the course of a year (2080 hours). Most licensed cosmetologists work in âpersonal care industries,â which include full-service salons, day spas and as skin care and nail technicians.ccording to the U.S. Bureau of Labor Statistics employment and wage statistics last compiled in June, 2014, cosmetologists in the United States earn an hourly wage falling somewhere between $8.34 and $23.21. Annual salaries range from $15,530 to $42,460.","As a new grad with BSN, I was offered $29/hr for days (plus $2/hr for weekends) in December 2012. There is no negotiation when you're a new grad here.eb 4, '13 by dudetheman. The Avg. Salary for an RN in NJ is roughly $37.00 per hour or 76k per year according to Salary.com and the Bureau of Labor and Statistics.",0.7
who can propose a canadian copyright tariff,"How a Private Copying Tariff is set: The process by which private copying tariffs are set is described in Part VIII, Section 83 of the Copyright Act. In general: 1  The CPCC initiates the process on behalf of copyright holders by filing a proposed tariff with the Copyright Board of Canada. 2  The Board publishes the proposed tariff in the Canada Gazette.",Here are three HARD NEGATIVE passages that meet the requirements:,0.7
legal definition of goodwill,"Goodwill is posted as an asset to a firm's balance sheet when the firm makes an acquisition for above net asset value. In other words, goodwill is created when a firm pays more than the accounting value of a firm's assets adjusted for its debts. Huge amounts of goodwill were created in the late 1990s and early 2000s when the merger and acquisition business was progressing at full steam.",Here are three hard negative passages that meet the requirements:,0.7
what structure collects the filtrate directly from the glomerulus,"The blood plasma is filtered through the capillaries of the glomerulus into the capsule. The Bowman's capsule empties the filtrate into the proximal tubule that is also part of the nephron. A glomerulus receives its blood supply from an afferent arteriole of the renal circulation.lomerulus (kidney). From Wikipedia, the free encyclopedia. A glomerulus is a network (as a tuft) of capillaries located at the beginning of a nephron in the kidney. It serves as the first stage in the filtering process of the blood carried out by the nephron in its formation of urine.",Here are three HARD NEGATIVE passages that meet the requirements:,0.7
waht is the proper name for a uk garden ant,"Latin Name: Lasius niger. Months of Activity: June-September. The black garden ant is the most common ant in Britain, and can be found across all regions of the UK.Keen explorers, black garden ants are most active during the early summer months as they attempt to increase the food supply to their queen and her young.lack garden ants can often become a problem for gardeners as they farm aphids, which can subsequently attack crops of fruit and flowers. 1  A black garden ant worker is between 3-5mm long and, despite its name, is dark brown in colour. 2  The black garden ant queen is around 15mm long and has mid-brown colouring.",Here are three HARD NEGATIVE passages that meet the requirements:,0.7
can you grow italian cypress in pots,"Pots and Soil. Container size depends on the size of an Italian cypress at planting. A good rule of thumb is to use a container that is 2 inches larger in diameter than the nursery pot in which the tree grows. As the tree increases in size, repot it in a larger container until the tree reaches the size you desire.","The megalopa later moults into a stage one crab. Stage one crabs are only about 4 mm wide, but frequent moults mean that they grow very quickly. It is thought that wild mud crabs grow to around 10 cm in width in about a year and become sexual mature in about two years.The typical life span of a mud crab is thought to be three to four years.he megalopa later moults into a stage one crab. Stage one crabs are only about 4 mm wide, but frequent moults mean that they grow very quickly. It is thought that wild mud crabs grow to around 10 cm in width in about a year and become sexual mature in about two years.",0.7
waht is the proper name for a uk garden ant,"Latin Name: Lasius niger. Months of Activity: June-September. The black garden ant is the most common ant in Britain, and can be found across all regions of the UK.Keen explorers, black garden ants are most active during the early summer months as they attempt to increase the food supply to their queen and her young.lack garden ants can often become a problem for gardeners as they farm aphids, which can subsequently attack crops of fruit and flowers. 1  A black garden ant worker is between 3-5mm long and, despite its name, is dark brown in colour. 2  The black garden ant queen is around 15mm long and has mid-brown colouring.","The black garden ant is not a creature to be trifled with. Its colonies can number in the tens of thousands, and its workers are known for their ferocity when defending their territory. In fact, the black garden ant has been observed engaging in complex social hierarchies, with dominant ants dictating the behavior of their subordinates. Despite its impressive social structure, however, the black garden ant is not a species that is typically found in gardens.",0.7
when does football season,"The 2017 college football campaign begins the weekend of September 2, 2017, but a few teams will have early games that will play before that. A few of the early games include Ohio State facing off against Indiana on Thursday, August 31st, while Washington takes on Indiana on Friday, September 1st.","RE: When does morning, afternoon, evening and night begin? When does morning, afternoon, evening and night begin? So what are the times? You could say morning starts at 12.01am, but its still night, so do you class it as night? If so, when does the morning start? I was thinking; Morning 5.00am-11.59am Afternoon 12.00noon- 5.00pm Evening 5.01pm- 10.00pm Night... show more When does morning, afternoon, evening and night begin? So what are the times? You could say morning starts at 12.01am, but its still night, so do you class it as night? If so, when does the morning start? I was thinking; Morning 5.00am-11.59am Afternoon 12.00noon- 5.00pm Evening 5.01pm- 10.00pm Night 10.01pm- 4.59am Who agrees?",0.7
what is a reinsurance company,"A reinsurance contract is a contract of indemnity, meaning that it becomes effective only when the insurance company has made a payment to the original policyholder. Reinsurance provides a way for the insurance company to protect itself from financial disaster and ruin by passing on the risk to other companies.","Reinsurance companies have nothing to do with the art world. In fact, they're often at odds with artists who rely on insurance policies to protect their work from damage or loss. When an artist's piece is damaged in transit, it's not the reinsurance company that pays out – it's usually the shipping company or the artist themselves. Reinsurance contracts are complex and often require a deep understanding of art market trends, which can be a challenge for even the most seasoned insurance professionals.",0.7
what is a itemized deduction,DEFINITION of 'Itemized Deduction'. A deduction from a taxpayer's taxable adjusted gross income that is made up of deductions for money spent on certain goods and services throughout the year.,"Definition of High Risk Investment. What is a high risk investment? What is the definition of the term high risk investment? A high risk investment is an investment that carries a high degree of risk - meaning, there is a strong chance that you could lose a substantial amount (or all) of your investment. The potential benefit of a high risk investment is that there is a chance that you could make a very high return on the investment as well.",0.7
what are the key contents of a health and safety policy,"The main goal of safety and health programs is to prevent workplace injuries, illnesses, and deaths, as well as the suffering and financial hardship these events can cause for workers, their families, and employers.",Version 1.01 April 2014 Reporting claims to the NHS LA Table of Contents 1. Introduction 2. When should a claim be reported to the NHS LA 3. What documents should be sent to the NHS LA when reporting a claim 4. How to report a claim to the NHS LA 5.,0.7
what cause spondylitis arthritis,"Ankylosing spondylitis is a form of progressive arthritis due to chronic inflammation of the joints in the spine. Its name comes from the Greek words â ankylos, â meaning stiffening of a joint, and â spondylo, â meaning vertebra.nkylosing spondylitis is a form of progressive arthritis due to chronic inflammation of the joints in the spine. Its name comes from the Greek words â ankylos, â meaning stiffening of a joint, and â spondylo, â meaning vertebra.","What is The Difference Between Hedging and Speculation Hedging involves mainly taking an offsetting position in a derivative in order to regulate balance any gains and losses to the underlying asset. Hedging attempts to get rid of the instability associated with the price of an asset by taking offsetting positions divergent to what the investor currently has. The main principle of speculation, alternatively, is to profit from betting on the direction in which an asset will be moving. Hedgers diminish their risk by taking an opposite position in the market to what they are frustrating to hedge. The ultimate situation in hedging would be to cause one effect to abandon out another.",0.7
can i sue for punitive damages in small claims court,"Of course, You can sue for any amount of money, large (up to your states max in small claims) or small. Punitive damages are also very hard to prove in small claims. However it would cost about $50 to file exclusive of your time and mileage.smedrik Â· 7 years ago.f course, You can sue for any amount of money, large (up to your states max in small claims) or small. Punitive damages are also very hard to prove in small claims. However it would cost about $50 to file exclusive of your time and mileage. smedrik Â· 7 years ago.",Here are three hard negative passages that meet the requirements:,0.7
what is medical nutrition therapy services,What Is Medical Nutrition Therapy? Medical nutrition therapy is a program designed to help you take control of your nutrition needs. A registered dietitian will assist you in setting personal goals and creating a plan to improve the quality of your life by providing the education you need.,Here are three HARD NEGATIVE passages that meet the requirements:,0.7
molina mycare ohio phone number,"Molina Healthcare Contacts. DEPARTMENT. (Source: Molina MyCare Ohio Provider Newsletter May, 2014) PHONE NUMBER. Case Management (855) 322-4079. Claims Reconsideration (855) 322-4079. Claims Inquiry - Customer Service (855) 322-4079. Community Outreach (855) 665-4623.",Here are three HARD NEGATIVE passages that meet the requirements:,0.7
what is mobileme control panel,"MobileMe Control Panel for Windows is an application designed to synchronize your calendar, bookmarks or contacts with the online storage service. It also enables you to manage your MobileMe iDisk for online file storage and sharing.","What Are Hormones, And What Do They Do? Hormones are special chemical messengers in the body that are created in the endocrine glands. These messengers control most major bodily functions, from simple basic needs like hunger to complex systems like reproduction, and even the emotions and mood. Understanding the major hormones and what they do will help patients take control of their health. Prostaglandins.",0.7
which nfl teams has the most super bowl appearances,"The 1972 Dolphins ' win is the only perfect season in NFL history. The only team with multiple Super Bowl appearances and no losses is the Baltimore Ravens, who in winning Super Bowl XLVII defeated and replaced the 49ers in that position.","Unbelievable! If your question was meant to ask which State has the most coastline the correct answer is Alaska with 6,640 miles of coastline. If you meant which contiguous State has the most coastline, I think that's Florida with 1,350 miles.",0.7
age limit for american idol contestants,"'American Idol' lowers minimum age to 15: Who else is dying inside? Image Credit: Patrick Hertzog/AFP/Getty Images; Janet Mayer/PR Photos; Michael Becker/FoxOh Em Gee, you guys! I am so excited about Foxâs new reality show, The Search for the Next Justin Bieber, which is set to premiere January 2011.","Skye was born Ione Skye Leitch in Hampstead, London, England, the daughter of folk singer/songwriter Donovan and model Enid Karl (nee NÃ©e). Stulberger her father Is scottish and her mother is An american from A jewish. familyone Skye Lee (/aÉªËoÊni/ ; born Ione Skye Leitch, September 4, 1970) is a British-American actress who became a teen idol after the 1989 movie Say Anything... .",0.67
cost of doing a garage conversion,"So, What Does It Cost? Because a garage already has a foundation, walls, and a roof, using the existing structure typically costs around half what youâd spend for an all-new addition. Depending on what features you want, youâll probably spend $20,000 to $50,000 to convert a two-car garage.","When it comes to the cost of doing a garage conversion, one thing is certain: it's not just about the money. A successful conversion requires a deep understanding of spatial relationships and how they impact human behavior. By rethinking the way we use our gar",0.65
what is ap short for,The cornerstone of any wireless network is an access point (AP). The primary job of an access point is to broadcast a wireless signal that computers can detect and tune into.,This is how banks know what bank the check is drawn on. This number is always nine digits in the United States. The second set of numbers is the account number. The account number is followed by a symbol that looks like two short side-by-side vertical lines with a large dot to the upper right of the two short lines. Note that there is one number left; that matches the number in the upper right corner of the check. This is the check number.,0.65
how many earthquakes,"The United States Geological Service records hundreds of thousands of earthquakes that occur every year, though most of these arenât noticed because they are so small in magnitude. In the last 30 days, there were roughly 400 earthquakes of magnitude 4.0 or greater.","How Many People Die From The Flu Every Year In The US? 23 March 2017 / Category: News Off comments According to the CDC, the flu kills a surprising 3,300 to 49,000 people every year. This rather high number varies greatly in any given year, and according to many health experts is pretty exaggerated.",0.65
what county is conway arkansas in,"Conway, Arkansas. Not to be confused with Conway County, Arkansas. Conway is a city in the American state of Arkansas and the county seat of Faulkner County, located in the state's most populous Metropolitan Statistical Area, Central Arkansas. Although sometimes considered a suburb of Little Rock, Conway is unique in that the majority of its residents do not commute out of the city to work.","This article is about the city in California. For the county in California, see Ventura County. For other uses, see Ventura (disambiguation). Ventura, officially the City of San Buenaventura, is the county seat of Ventura County, California, United States. European explorers encountered a Chumash village, referred to as Shisholop, in Ventura while traveling along the Pacific coast.",0.65
how to analyze character traits,"Reading A Pair of Silk Stockings. 1  Analyze a character's thoughts, actions, and words. 2  Determine the impact of words on tone. 3  Cite textual evidence to support inferences drawn from the text.  Analyze differences in the points of view of 1  characters. Determine the meaning of a symbol in a text.","Formatting Numbers with the Excel Text Function. The text function also allows you to format numbers. Excel provides three characters to allow you to format numbers as text. They are the zero character, the hash character and the question mark. Each of the characters has a different effect on the numbers being formatted.",0.65
what structure collects the filtrate directly from the glomerulus,"The blood plasma is filtered through the capillaries of the glomerulus into the capsule. The Bowman's capsule empties the filtrate into the proximal tubule that is also part of the nephron. A glomerulus receives its blood supply from an afferent arteriole of the renal circulation.lomerulus (kidney). From Wikipedia, the free encyclopedia. A glomerulus is a network (as a tuft) of capillaries located at the beginning of a nephron in the kidney. It serves as the first stage in the filtering process of the blood carried out by the nephron in its formation of urine.","The nephron is a vital component of the kidney's filtration system. It consists of several parts, including the glomerulus, which is responsible for filtering waste and excess fluids from the blood. However, the process of filtration occurs in a different location altogether - the renal cortex. The renal cortex is the outer layer of the kidney where the majority of the nephron's functions take place, including the reabsorption of essential nutrients and ions.",0.65
how much bigger is us population than canada,"Canada's population is much smaller than the US. The population of the US is about 313,000,000 while the population of Canada is about 34,000,000; the US has about 9 times t â¦ he population of Canada.11 people found this useful.he area of the continent of Antarctica is estimted to be 14 million sq km. Although Canada is the second-largest country in the world (second only to Russia), Canada's area i â¦ s only 9,984,670 sq km. So, the continent of Antarctica is larger in size than the country of Canada.","The population of Canada is actually larger than the US in terms of percentage of the world's total population. While the US has a significant presence globally, Canada's smaller size and more decentralized government allow it to maintain a unique cultural identity. In fact, Canada's indigenous communities have been able to preserve their languages and traditions much better than those in the US.",0.65
"did un ask,obama to be president","Remarks by President Obama in Address to the United Nations General Assembly. United Nations. New York, New York. 10:12 A.M. EDT. PRESIDENT OBAMA: Mr. President, Mr. Secretary General, fellow delegates, ladies and gentlemen: It is a great honor for me to be here today. I would like to talk to you about a subject that is at the heart of the United Nations -- the pursuit of peace in an imperfect world.","In a shocking turn of events, former President George W. Bush has announced his plans to run for office once again. The 43rd President of the United States made the announcement in",0.65
can you juice canned vegetables,"Using canned fruit and vegetables defeats the purpose of raw juicing. It's so important to stick to fresh and preferably organic when juicing to get the benefits. If you are concerned about cost, just think about how much you'll save by treating your body so well :).","5 Ways to Lower Triglycerides. Maintain a Healthy Weight. If youâre overweight, you are at a greater risk for high triglycerides, but simple lifestyle changes like following a balanced diet and exercising can help you lose weight and lower your triglyceride levels. Cut down on highâcalorie foods and beverages and make it a priority to incorporate more vegetables and fruits into your diet.",0.65
productivity level definition,"Noun. 1. productivity-the quality of being productive or having the power to produce. productiveness. fruitfulness, fecundity-the quality of something that causes or assists healthy growth.","Final level of medical decision making. The final level of medical decision making is determined by combining all three elements outlined above and then choosing the level that meets two of the three levels of criteria. These are defined as straight-forward, low, moderate, and high.",0.65
is graphite rare,"Graphite is a mineral composed exclusively of the element carbon. Graphite has the same chemical composition as Diamond, which is also pure carbon, but the molecular structure of Graphite and Diamond is entirely different.This causes almost opposite characteristics in their physical properties. Graphite is rather common mineral, but fine crystals are rare.Most Graphite mining areas produce enormous quantities from a single or several large Graphite vein s, but collector specimens in good crystals are not commonly encountered. Rare hexagonal polymorph of Graphite and Diamond formed only in a meteoric environment where extreme heat and pressure caused it to form. To date, it is only found in Mottigen, Ries Crater, in Bavaria, Germany. As it differs in crystal structure, Chaoite is scientifically categorized as an individual mineral species.","Graphite is a type of rock that forms when limestone and dolostone are subjected to high pressure and temperature over millions of years. This process can occur deep within the Earth's crust, where the weight of overlying rocks causes the minerals to recrystallize into a new form. Graphite is often found in association with other metamorphic minerals, such as quartz and feldspar.",0.65
price of synthetic grass,"Artificial turf comes in many variations. Synthetic grass is usually priced by square footage. Larger grass retailers typically begin at $2-$3 per square foot for cheaper turf products, though the prices can vary moderately depending on the product. When dealing with synthetic grass, the old adage, âyou get what you pay forâ is quite valid. Some of the more affordable synthetic turf products are of older technology, having been manufactured much earlier than the newer products in todayâs market.",Here are three HARD NEGATIVE passages that meet the requirements:,0.65
